"","months","neighbourhood_cleansed","price","city","state"
"237",2021-01-01,"Central Highlands",183.227272727273,"Tasmania","Tasmania"
"238",2021-01-01,"Circular Head",179.56862745098,"Tasmania","Tasmania"
"239",2021-01-01,"Clarence",165.022388059701,"Tasmania","Tasmania"
"240",2021-01-01,"Derwent Valley",155.12,"Tasmania","Tasmania"
"241",2021-01-01,"Devonport",149.318181818182,"Tasmania","Tasmania"
"242",2021-01-01,"Dorset",184.610294117647,"Tasmania","Tasmania"
"243",2021-01-01,"Flinders",201.125,"Tasmania","Tasmania"
"244",2021-01-01,"George Town",172.15625,"Tasmania","Tasmania"
"245",2021-01-01,"Glamorgan/Spring Bay",220.688235294118,"Tasmania","Tasmania"
"246",2021-01-01,"Glenorchy",121.57,"Tasmania","Tasmania"
"247",2021-01-01,"Hobart",172.708520179372,"Tasmania","Tasmania"
"248",2021-01-01,"Huon Valley",173.64,"Tasmania","Tasmania"
"249",2021-01-01,"Kentish",163.432835820896,"Tasmania","Tasmania"
"250",2021-01-01,"King Island",203.571428571429,"Tasmania","Tasmania"
"251",2021-01-01,"Kingborough",181.118466898955,"Tasmania","Tasmania"
"252",2021-01-01,"Latrobe",163.105263157895,"Tasmania","Tasmania"
"253",2021-01-01,"Launceston",152.432098765432,"Tasmania","Tasmania"
"254",2021-01-01,"Meander Valley",157.863157894737,"Tasmania","Tasmania"
"255",2021-01-01,"Northern Midlands",155.657894736842,"Tasmania","Tasmania"
"256",2021-01-01,"Sorell",160.924731182796,"Tasmania","Tasmania"
"257",2021-01-01,"Southern Midlands",143.1,"Tasmania","Tasmania"
"258",2021-01-01,"Tasman",176.832,"Tasmania","Tasmania"
"259",2021-01-01,"Waratah/Wynyard",159.505617977528,"Tasmania","Tasmania"
"260",2021-01-01,"West Coast",167.227272727273,"Tasmania","Tasmania"
"261",2021-01-01,"West Tamar",163.372262773723,"Tasmania","Tasmania"
"262",2021-02-01,"Break O'Day",198.296167247387,"Tasmania","Tasmania"
"263",2021-02-01,"Brighton",114.933333333333,"Tasmania","Tasmania"
"264",2021-02-01,"Burnie",121.492063492063,"Tasmania","Tasmania"
"265",2021-02-01,"Central Coast",145.5,"Tasmania","Tasmania"
"266",2021-02-01,"Central Highlands",175.918367346939,"Tasmania","Tasmania"
"267",2021-02-01,"Circular Head",183.401869158878,"Tasmania","Tasmania"
"268",2021-02-01,"Clarence",160.910714285714,"Tasmania","Tasmania"
"269",2021-02-01,"Derwent Valley",155.972222222222,"Tasmania","Tasmania"
"270",2021-02-01,"Devonport",148.8,"Tasmania","Tasmania"
"271",2021-02-01,"Dorset",182.429577464789,"Tasmania","Tasmania"
"272",2021-02-01,"Flinders",204.59375,"Tasmania","Tasmania"
"273",2021-02-01,"George Town",180.5,"Tasmania","Tasmania"
"274",2021-02-01,"Glamorgan/Spring Bay",217.717451523546,"Tasmania","Tasmania"
"275",2021-02-01,"Glenorchy",124.616822429907,"Tasmania","Tasmania"
"276",2021-02-01,"Hobart",167.664488017429,"Tasmania","Tasmania"
"277",2021-02-01,"Huon Valley",173.817567567568,"Tasmania","Tasmania"
"278",2021-02-01,"Kentish",152.253731343284,"Tasmania","Tasmania"
"279",2021-02-01,"King Island",202.952380952381,"Tasmania","Tasmania"
"280",2021-02-01,"Kingborough",177.083044982699,"Tasmania","Tasmania"
